,place_id,licence,osm_type,osm_id,boundingbox,lat,lon,display_name,class,type,importance,icon
113061,67692564.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6278964017.0,"['-16.4420024', '-16.4220024', '-71.5337159', '-71.5137159']",-16.4320024,-71.5237159,"Alto de la Luna 4 etapa, Ciudad Satélite, José Luis Bustamante y Rivero, Arequipa, 04009, Perú",place,neighbourhood,1.05,
123308,282606260.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1887801.0,"['-16.4965706', '-16.4224266', '-71.5855102', '-71.5373739']",-16.459123599999998,-71.5689478597463,"Jacobo Hunter, Arequipa, Perú",boundary,administrative,0.745950553181826,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
134500,126137959.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110824149.0,"['-16.4591939', '-16.4581935', '-71.5240676', '-71.5229693']",-16.4587121,-71.5234982,"Pasaje Los Eucaliptos, La Campiña, El Naranjal, Laya, Socabaya, Arequipa, 04012, Perú",highway,residential,0.7000000000000001,
136529,207729148.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,481631332.0,"['-16.4805549', '-16.4744097', '-71.5280359', '-71.5252377']",-16.4770624,-71.5257892,"Avenida Salaverry, Socabaya, Cacahuara, Socabaya, Arequipa, 04012, Perú",highway,primary,0.7000000000000001,
136628,220638635.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,570551078.0,"['-16.47937', '-16.4759371', '-71.5342215', '-71.5293325']",-16.4764676,-71.5319078,"Avenida Las Peñas, Socabaya, Santa Marta, Socabaya, Arequipa, 04012, Perú",highway,secondary,0.7000000000000001,
174668,219110959.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,560388009.0,"['-16.4492576', '-16.4488266', '-71.5396095', '-71.5363675']",-16.4490592,-71.5381659,"Calle Atahualpa, Lara, Bella Pampa, Socabaya, Arequipa, 04012, Perú",highway,residential,0.6,
175001,126003687.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110164018.0,"['-12.0637858', '-12.0633896', '-77.1160858', '-77.1137386']",-12.0635728,-77.1149153,"Calle 59 A, Bellavista, Lima Metropolitana, Callao, CALLAO 2, Perú",highway,pedestrian,0.6,
175090,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
176031,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
177355,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
178729,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
180179,111466768.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,38221599.0,"['-12.0616346', '-12.0582061', '-77.1144456', '-77.1127775']",-12.0600287,-77.1134976,"Calle Domingo Valle Riestra, Bellavista, Lima Metropolitana, Callao, CALLAO 2, Perú",highway,residential,0.7000000000000001,
182589,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
182658,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
183516,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
184001,111466768.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,38221599.0,"['-12.0616346', '-12.0582061', '-77.1144456', '-77.1127775']",-12.0600287,-77.1134976,"Calle Domingo Valle Riestra, Bellavista, Lima Metropolitana, Callao, CALLAO 2, Perú",highway,residential,0.7000000000000001,
184235,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
186757,144047826.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,180521664.0,"['-12.0568499', '-12.0562794', '-77.0903386', '-77.0890653']",-12.0565071,-77.0897384,"Calle Pedro Ruiz Gallo, Bellavista, Lima Metropolitana, Callao, CALLAO 02, Perú",highway,footway,0.475,
190195,195654676.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,412513429.0,"['-12.0616144', '-12.0610473', '-77.0827821', '-77.0826608']",-12.0612973,-77.0827286,"Avenida Jóse de la Riva Agüero, San Miguel, Lima, Lima Metropolitana, Lima, CALLAO 02, Perú",highway,tertiary,0.7000000000000001,
199530,195654676.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,412513429.0,"['-12.0616144', '-12.0610473', '-77.0827821', '-77.0826608']",-12.0612973,-77.0827286,"Avenida Jóse de la Riva Agüero, San Miguel, Lima, Lima Metropolitana, Lima, CALLAO 02, Perú",highway,tertiary,0.7000000000000001,
202354,262035698.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,834767697.0,"['-12.0857603', '-12.0841429', '-77.1030388', '-77.0971588']",-12.0846201,-77.1013724,"Ciclovía Costa Verde Magdalena - San Miguel, San Miguel, Lima, Lima Metropolitana, Lima, L18, Perú",highway,cycleway,0.475,
209219,47850486.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4139638808.0,"['-12.0765632', '-12.0764632', '-77.0879995', '-77.0878995']",-12.0765132,-77.0879495,"Dirección general de medicamentos del Ministerio de Salud, Avenida Parque de las Leyendas, Virgen de Fatima, San Miguel, Lima, Lima Metropolitana, Lima, L32, Perú",office,government,0.7010000000000001,
209468,192368887.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,393072693.0,"['-12.063481', '-12.0634344', '-77.0832508', '-77.0822961']",-12.0634451,-77.0824371,"Pasaje Los Laureles, San Miguel, Lima, Lima Metropolitana, Lima, CALLAO 02, Perú",highway,service,0.575,
212142,219640930.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,563865478.0,"['-12.0755315', '-12.0749238', '-77.0952057', '-77.0950525']",-12.0752504,-77.0951153,"Calle Los Pioneros, Virgen de Fatima, San Miguel, Lima, Lima Metropolitana, Lima, LIMA 32, Perú",highway,service,0.575,
212395,219640930.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,563865478.0,"['-12.0755315', '-12.0749238', '-77.0952057', '-77.0950525']",-12.0752504,-77.0951153,"Calle Los Pioneros, Virgen de Fatima, San Miguel, Lima, Lima Metropolitana, Lima, LIMA 32, Perú",highway,service,0.575,
214669,129647206.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,122375870.0,"['-12.0384014', '-12.0369005', '-77.0048918', '-77.0008386']",-12.0377883,-77.0024269,"Avenida Parque A, Parques del Agustino, El Agustino, Lima, Lima Metropolitana, Lima, 10, Perú",highway,residential,0.8,
234045,324030915.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,122494001.0,"['-12.0477017', '-12.0471255', '-77.002024', '-77.0017284']",-12.0472634,-77.0019488,"Calle Bernardo Alcedo, Ancieta Alta, El Agustino, Lima, Lima Metropolitana, Lima, 15006, Perú",highway,service,0.575,
238954,324030915.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,122494001.0,"['-12.0477017', '-12.0471255', '-77.002024', '-77.0017284']",-12.0472634,-77.0019488,"Calle Bernardo Alcedo, Ancieta Alta, El Agustino, Lima, Lima Metropolitana, Lima, 15006, Perú",highway,service,0.675,
18337,205035034.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,462246920.0,"['-12.0572583', '-12.0563735', '-76.9968116', '-76.9948601']",-12.0566201,-76.9957747,"Pasaje Cerro Rico, El Agustino, Lima, Lima Metropolitana, Lima, 15004, Perú",highway,footway,0.675,
33622,129423373.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,122375888.0,"['-12.0312654', '-12.0302885', '-77.0050494', '-77.0045639']",-12.0302885,-77.0050494,"Calle Los Pinos, El Agustino, Lima, Lima Metropolitana, Lima, 15401, Perú",highway,residential,0.6,
34125,200727625.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,442464065.0,"['-12.030405', '-12.0286685', '-76.997847', '-76.9935165']",-12.0290518,-76.9956368,"Avenida Independencia, Urbanización Residencial Primavera, El Agustino, Lima, Lima Metropolitana, Lima, 010, Perú",highway,tertiary,0.7000000000000001,
38156,129423373.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,122375888.0,"['-12.0312654', '-12.0302885', '-77.0050494', '-77.0045639']",-12.0302885,-77.0050494,"Calle Los Pinos, El Agustino, Lima, Lima Metropolitana, Lima, 15401, Perú",highway,residential,0.6,
54714,195391157.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,406622141.0,"['-12.0394714', '-12.039462', '-76.9959409', '-76.995614']",-12.0394714,-76.995614,"Pasaje Brisas del Norte, Parques del Agustino, El Agustino, Lima, Lima Metropolitana, Lima, 10, Perú",highway,residential,0.6,
67370,129647206.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,122375870.0,"['-12.0384014', '-12.0369005', '-77.0048918', '-77.0008386']",-12.0377883,-77.0024269,"Avenida Parque A, Parques del Agustino, El Agustino, Lima, Lima Metropolitana, Lima, 10, Perú",highway,residential,0.7000000000000001,
68004,219371800.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,559562771.0,"['-16.4507479', '-16.4494234', '-71.5930099', '-71.589262']",-16.4501545,-71.5909318,"Calle Bolognesi, El Molino, Junin, Tiabaya, Arequipa, 04000, Perú",highway,residential,0.5,
99131,220469413.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,569119631.0,"['-11.0090191', '-11.0081307', '-77.6122659', '-77.611526']",-11.0085847,-77.6119575,"Calle 52, Primavera, Végueta, Huaura, Lima, Perú",highway,residential,0.5,
115613,187330129.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,368670902.0,"['-12.4940109', '-12.4842345', '-76.7959808', '-76.7906739']",-12.4897539,-76.794137,"Avenida Lima, Naplo, Pucusana, Lima, Lima Metropolitana, Lima, 15866, Perú",highway,primary,0.5,
116037,335742184.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,340019421.0,"['-12.4648085', '-12.3968622', '-76.7580546', '-76.7513609']",-12.4309518,-76.7531836,"Carretera Panamericana Sur, Santa María del Mar, Lima, Lima Metropolitana, Lima, 15856, Perú",highway,trunk,0.6,
127332,146216503.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,190124129.0,"['-11.5634556', '-11.5624662', '-77.2706697', '-77.2701813']",-11.5634556,-77.2701813,"Calle Lopez de Zúñiga, Chancay, Huaral, Lima, Perú",highway,tertiary,0.5,
135138,146216503.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,190124129.0,"['-11.5634556', '-11.5624662', '-77.2706697', '-77.2701813']",-11.5634556,-77.2701813,"Calle Lopez de Zúñiga, Chancay, Huaral, Lima, Perú",highway,tertiary,0.5,
142166,110531172.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35140124.0,"['-12.0769085', '-12.0761846', '-77.0146497', '-77.0143332']",-12.0769085,-77.0146497,"Huánuco, San German, La Victoria, Lima, Lima Metropolitana, Lima, 15021, Perú",highway,residential,0.0999999999999999,
147876,176890257.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,314771099.0,"['-12.0714474', '-12.0712726', '-77.0297482', '-77.0282792']",-12.0713561,-77.0290024,"Italia, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15106, Perú",highway,residential,0.1999999999999999,
160087,110711269.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35556859.0,"['-12.0725494', '-12.0723222', '-77.0265519', '-77.0250322']",-12.0724339,-77.0258222,"Francia, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15106, Perú",highway,residential,0.1999999999999999,
164850,178472678.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,321573524.0,"['-12.0694765', '-12.068393', '-77.0145952', '-77.0144327']",-12.0684471,-77.014589,"Prolongación Huánuco, Conglomerado Comercial de Gamarra, La Victoria, Lima, Lima Metropolitana, Lima, 15018, Perú",highway,tertiary,0.0999999999999999,
166325,113710768.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,46270287.0,"['-12.0580912', '-12.0574646', '-77.0123897', '-77.0110379']",-12.0577777,-77.0116348,"Garcia Naranjo, Manzanilla, Lima, Lima Metropolitana, Lima, 15011, Perú",highway,tertiary,0.3,
169544,110711269.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35556859.0,"['-12.0725494', '-12.0723222', '-77.0265519', '-77.0250322']",-12.0724339,-77.0258222,"Francia, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15106, Perú",highway,residential,0.1999999999999999,
170014,199980785.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,437902683.0,"['-12.0601286', '-12.0598911', '-77.028184', '-77.0278267']",-12.06000995,-77.02800512663423,"Galeria Comercial Luna Pizarro, Jirón Javier Luna Pizarro, Matute, La Victoria, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",shop,mall,0.201,
170282,192889062.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,396421289.0,"['-12.0712461', '-12.0696559', '-77.0244979', '-77.023345']",-12.07044075,-77.02392991787113,"Institución Educativa Isabel La Catolica, Avenida Isabel La Católica, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15106, Perú",amenity,school,0.301,https://nominatim.openstreetmap.org/ui/mapicons//education_school.p.20.png
174874,110531172.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35140124.0,"['-12.0769085', '-12.0761846', '-77.0146497', '-77.0143332']",-12.0769085,-77.0146497,"Huánuco, San German, La Victoria, Lima, Lima Metropolitana, Lima, 15021, Perú",highway,residential,0.0999999999999999,
175491,203904877.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,462239075.0,"['-12.0634734', '-12.0628873', '-77.0058677', '-77.0054149']",-12.0630897,-77.0055932,"Sebastian Barranca, San Cosme, La Victoria, Lima, Lima Metropolitana, Lima, 15019, Perú",highway,residential,0.3,
180882,110550844.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35139923.0,"['-12.0749221', '-12.0740659', '-77.0179833', '-77.0162259']",-12.0744004,-77.0174126,"Ignacio Cossio, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15018, Perú",highway,residential,0.3,
182061,203904877.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,462239075.0,"['-12.0634734', '-12.0628873', '-77.0058677', '-77.0054149']",-12.0630897,-77.0055932,"Sebastian Barranca, San Cosme, La Victoria, Lima, Lima Metropolitana, Lima, 15019, Perú",highway,residential,0.3,
183251,180715297.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,332361258.0,"['-12.0794726', '-12.0783721', '-77.0124085', '-77.0117676']",-12.0783721,-77.0117676,"Nicolas Arriola, La Victoria, Lima, Lima Metropolitana, Lima, 15021, Perú",highway,residential,0.3,
185123,110711269.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35556859.0,"['-12.0725494', '-12.0723222', '-77.0265519', '-77.0250322']",-12.0724339,-77.0258222,"Francia, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15106, Perú",highway,residential,0.1999999999999999,
197424,110550844.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,35139923.0,"['-12.0749221', '-12.0740659', '-77.0179833', '-77.0162259']",-12.0744004,-77.0174126,"Ignacio Cossio, Matute, La Victoria, Lima, Lima Metropolitana, Lima, 15018, Perú",highway,residential,0.3,
199276,199980785.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,437902683.0,"['-12.0601286', '-12.0598911', '-77.028184', '-77.0278267']",-12.06000995,-77.02800512663423,"Galeria Comercial Luna Pizarro, Jirón Javier Luna Pizarro, Matute, La Victoria, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",shop,mall,0.201,
200676,199980785.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,437902683.0,"['-12.0601286', '-12.0598911', '-77.028184', '-77.0278267']",-12.06000995,-77.02800512663423,"Galeria Comercial Luna Pizarro, Jirón Javier Luna Pizarro, Matute, La Victoria, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",shop,mall,0.201,
202774,49558567.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4351683614.0,"['-12.0651324', '-12.0650324', '-77.0292868', '-77.0291868']",-12.0650824,-77.0292368,"BCP Manco Capac, 548, Avenida Manco Cápac, Matute, La Victoria, Lima, Lima Metropolitana, Lima, LA VICTORIA 15033, Perú",amenity,bank,0.201,https://nominatim.openstreetmap.org/ui/mapicons//money_bank2.p.20.png
